appid,app_type,app_class
16793,usr,z
45205,usr,z
47737,usr,z
46481,usr,z
44964,usr,z
35542,usr,z
45894,usr,z
41141,usr,z
48260,usr,z
45636,usr,z
1,usr,z
28497,usr,z
47468,usr,z
45389,usr,z
34702,usr,z
15797,usr,z
21818,usr,z
45531,usr,z
7111,usr,z
10428,usr,z
20585,usr,t
34346,usr,z
38344,sys,z
25673,sys,z
45076,usr,z
46893,usr,z
46738,usr,z
45869,usr,z
25655,usr,t
16428,usr,z
47543,usr,z
26499,usr,z
45348,usr,t
37718,usr,z
47234,usr,z
23375,usr,z
2905,usr,z
24617,usr,z
12619,usr,z
5258,usr,t
18021,usr,z
45942,usr,z
45563,usr,z
23303,usr,z
47526,usr,z
46897,usr,z
46401,usr,z
16690,usr,z
46513,usr,z
46146,usr,z
21792,usr,z
3514,sys,z
48140,usr,z
47212,usr,z
45920,usr,z
45504,usr,z
2746,usr,k
44984,usr,z
20447,usr,z
9574,usr,z
46768,usr,z
635,sys,z
42006,usr,z
6885,usr,z
46525,usr,z
47672,usr,z
45306,usr,z
47534,usr,z
35601,sys,g
47396,sys,z
46619,usr,z
47364,usr,z
47665,usr,z
8541,usr,z
47522,usr,z
46842,usr,z
47690,usr,z
46952,usr,z
47075,usr,z
45346,usr,z
47230,usr,z
990,usr,t
27969,usr,z
45848,usr,z
46698,usr,z
40939,usr,z
48113,usr,z
44990,sys,z
45562,usr,z
12727,usr,z
46211,usr,z
46971,usr,z
47474,usr,z
29769,usr,t
45671,usr,z
48194,usr,z
13330,usr,z
46801,usr,z
47287,usr,z
45460,usr,z
46796,usr,z
46973,usr,z
38545,usr,z
47590,usr,z
47395,usr,z
17519,usr,z
24358,usr,z
18072,usr,z
46946,usr,z
47225,usr,z
47211,usr,z
23266,usr,k
45405,usr,z
45390,usr,z
45870,usr,z
45098,usr,z
47708,usr,z
29173,usr,z
45753,usr,z
46956,usr,z
46056,usr,z
14471,usr,z
13793,usr,z
35117,usr,z
45154,usr,z
26758,usr,t
47130,usr,z
25713,usr,z
46291,usr,z
45875,usr,z
46671,usr,z
34413,usr,z
17169,usr,z
45139,usr,z
45998,usr,z
45721,usr,z
9594,usr,z
41251,usr,z
6305,usr,z
4080,usr,z
47753,usr,z
47278,usr,z
46644,usr,z
45398,usr,z
47814,usr,z
17773,usr,z
17026,usr,z
37147,usr,z
36387,usr,z
46041,usr,z
45327,usr,z
39461,usr,z
12811,usr,z
3956,sys,z
47063,usr,z
45551,usr,z
186,usr,z
46297,usr,z
13590,usr,z
45845,usr,z
45539,usr,z
47051,usr,z
45665,usr,z
45175,usr,z
47124,sys,z
47265,sys,z
46549,sys,z
45241,usr,z
44917,usr,z
47371,usr,z
1995,usr,z
48169,usr,z
43562,usr,z
47377,usr,z
46420,usr,z
5243,usr,z
44920,usr,z
47296,usr,z
7308,usr,z
4047,usr,z
46345,usr,z
46752,usr,z
46430,usr,z
47298,usr,z
32174,usr,t
47810,usr,z
45684,usr,z
45173,usr,z
45448,usr,z
47735,usr,z
10412,usr,z
2476,usr,z
47273,usr,z
20223,usr,t
11093,usr,z
47978,usr,z
45607,usr,z
46961,usr,z
45385,usr,z
45197,usr,z
24083,sys,z
47292,sys,z
47959,usr,z
33711,usr,z
47572,usr,z
45025,usr,z
47521,usr,z
45525,usr,z
46400,usr,z
46212,usr,z
16032,usr,z
47020,usr,z
25620,usr,z
27387,usr,z
35047,usr,z
34774,usr,z
47132,usr,z
499,usr,z
46360,usr,z
21615,usr,z
45051,usr,z
48104,sys,z
25988,usr,z
45318,usr,z
21944,usr,z
45421,usr,z
45738,usr,z
24003,usr,z
23407,usr,z
45681,usr,z
45841,usr,z
48280,usr,z
46158,usr,z
44551,usr,z
46964,usr,z
46727,usr,z
30575,usr,z
44995,usr,z
26882,usr,z
44258,usr,z
23752,usr,z
32357,usr,z
47910,usr,z
46769,usr,z
45132,usr,z
3283,usr,z
45855,usr,z
47203,usr,z
47585,usr,z
42749,usr,z
28841,usr,z
21890,usr,z
12306,usr,z
48006,usr,z
46204,usr,z
22755,usr,z
45611,usr,z
4480,usr,z
45657,usr,z
9702,usr,z
12423,usr,z
46151,usr,z
18580,usr,z
46846,usr,z
45219,usr,z
34002,usr,z
48193,usr,z
46348,usr,z
46063,usr,z
44979,usr,z
47608,sys,z
45462,usr,z
46838,usr,z
45827,usr,z
32061,usr,z
12566,usr,t
46915,usr,z
48021,usr,z
46042,usr,z
30789,usr,z
46524,usr,z
48012,usr,z
36285,usr,z
30482,usr,z
31306,usr,z
47983,usr,z
45124,usr,z
21303,usr,z
46781,usr,z
45983,usr,z
46034,usr,z
6139,usr,z
4535,usr,z
45488,usr,z
47209,sys,z
46901,usr,z
46281,usr,z
35814,usr,z
46660,usr,z
45570,usr,z
48155,usr,z
47956,usr,z
19963,usr,z
45495,usr,z
45103,usr,z
46593,usr,z
48058,usr,z
20478,usr,z
13196,usr,z
47740,usr,z
3072,usr,z
46603,usr,z
44136,usr,z
23365,usr,z
46790,usr,z
33252,usr,z
14959,usr,z
27407,usr,z
48004,usr,z
46387,usr,z
48274,usr,z
46079,usr,z
34129,usr,z
45400,usr,z
39020,usr,z
24760,usr,z
46723,usr,z
46320,usr,z
4060,usr,z
25574,usr,z
22934,usr,z
46061,usr,z
8392,usr,z
42951,usr,z
42094,usr,z
7781,usr,z
11010,usr,z
44456,usr,z
42565,usr,z
46452,usr,z
47730,usr,z
36835,usr,t
46856,usr,o
36080,usr,z
26149,sys,z
46773,usr,z
40740,usr,z
46554,usr,z
20576,usr,t
46503,usr,z
46734,usr,z
48263,usr,z
47823,usr,z
47979,usr,z
26872,usr,z
32612,usr,z
45610,usr,z
46654,usr,z
46890,usr,z
46087,usr,z
1382,sys,z
47592,sys,z
45245,usr,z
35327,usr,z
15201,usr,z
10206,usr,z
40920,usr,z
46261,usr,z
47820,usr,c
17723,sys,z
18366,usr,z
44930,usr,z
46900,usr,z
36154,usr,z
16416,usr,z
6351,usr,z
46419,usr,z
1620,usr,z
46094,usr,z
41935,usr,z
48269,usr,z
46156,usr,z
2482,usr,z
46314,usr,z
47732,usr,z
48066,sys,z
25261,usr,z
44724,usr,z
15355,usr,z
20745,usr,z
38621,usr,z
47347,usr,z
15626,usr,z
46105,usr,z
45624,usr,z
34524,usr,t
46600,usr,z
46440,usr,z
24529,usr,z
317,usr,z
46929,usr,z
40006,usr,z
45374,usr,z
48242,usr,z
19878,usr,z
47878,usr,z
5858,usr,z
45141,usr,z
45330,usr,z
47103,usr,z
48052,usr,z
45392,usr,z
45537,usr,z
45916,usr,z
47299,usr,z
42648,usr,z
45162,usr,z
47634,usr,z
45337,usr,z
45404,usr,z
45351,usr,z
46844,usr,z
40810,usr,z
9218,usr,z
46318,sys,z
45858,usr,z
46636,usr,z
27422,usr,z
47973,usr,z
15842,usr,z
46219,usr,z
45323,usr,z
46520,usr,z
26305,usr,z
42059,usr,z
45151,usr,z
15023,usr,z
7580,usr,z
21440,usr,z
17351,usr,z
46140,usr,z
26194,usr,z
28492,usr,z
38471,usr,z
46399,usr,z
30236,usr,z
45631,usr,z
39750,usr,z
28149,usr,z
12825,usr,z
45908,usr,z
45002,usr,z
31741,usr,z
48130,usr,z
24473,usr,z
47092,usr,z
46186,usr,z
15088,usr,z
47643,usr,z
46884,usr,z
29263,usr,z
45416,usr,z
26944,usr,z
47311,usr,z
40109,usr,z
31419,usr,z
46779,usr,z
1986,usr,z
40083,usr,z
46564,usr,z
47404,usr,z
38543,usr,z
1181,usr,z
31778,usr,z
24974,usr,z
44962,usr,z
45122,usr,z
16680,usr,z
35014,usr,z
46092,usr,z
8186,usr,z
45934,usr,z
46632,usr,z
38263,usr,t
25421,usr,z
48248,usr,z
24163,usr,z
13938,usr,z
47848,usr,z
43985,usr,z
4598,usr,z
46720,usr,z
16881,usr,z
46798,usr,z
46050,usr,z
47359,usr,z
47463,usr,z
47678,usr,z
9485,usr,z
45767,sys,z
46867,usr,z
16824,usr,t
46951,usr,z
45267,usr,z
47139,usr,z
29022,usr,z
45682,usr,z
44543,usr,z
46851,usr,z
46955,usr,z
46845,usr,z
11924,usr,z
432,usr,z
34496,usr,z
47397,usr,z
48166,usr,z
46247,usr,z
45856,usr,z
46499,usr,z
46808,usr,z
45494,usr,z
47604,usr,z
40255,usr,z
16280,usr,z
46253,usr,z
46699,usr,z
47966,usr,z
45503,usr,z
12424,usr,z
10474,usr,z
47125,usr,z
12818,usr,z
47374,usr,z
47939,usr,z
17336,usr,z
45565,usr,z
47034,usr,z
37845,usr,z
47650,usr,z
11520,usr,z
48178,usr,z
46242,usr,z
42223,usr,z
37416,usr,z
47165,usr,z
47405,usr,z
240,usr,z
21843,usr,z
47811,usr,z
47914,usr,z
39955,usr,z
31115,usr,z
22506,usr,z
48246,sys,g
45734,usr,z
33792,usr,z
34347,usr,g
45726,usr,z
46787,usr,z
41091,usr,z
10410,sys,z
20570,usr,z
44909,usr,z
45252,usr,z
14696,usr,z
45359,usr,z
46165,usr,z
45489,usr,z
46322,usr,z
48157,usr,z
44959,usr,z
46819,usr,z
36833,usr,z
46936,usr,z
5628,usr,z
36976,usr,z
45822,usr,z
31356,usr,z
15757,usr,z
44924,usr,z
45150,usr,z
38489,usr,z
45979,usr,z
45911,usr,z
23947,sys,z
18030,usr,z
6840,usr,z
46463,usr,z
47422,usr,z
5988,usr,z
46672,usr,z
38008,usr,z
47283,usr,z
48252,usr,z
19113,usr,z
46475,usr,z
45697,usr,z
25567,usr,z
46313,usr,z
27404,usr,z
46570,usr,z
46713,sys,z
44972,usr,z
44037,usr,z
46488,usr,z
21091,usr,z
46043,usr,z
45491,usr,z
46576,usr,z
47046,usr,z
46894,usr,z
47638,usr,z
18807,usr,z
46967,usr,z
45297,usr,z
45203,usr,z
24455,usr,z
44891,usr,z
47183,usr,z
45431,usr,z
47095,usr,z
37618,usr,t
47465,usr,z
12873,usr,t
42996,sys,z
45988,usr,z
12785,usr,z
40919,usr,z
39319,usr,z
27186,usr,z
46187,usr,z
45742,usr,z
47565,usr,z
27834,usr,s
45997,usr,z
45544,usr,z
46441,usr,z
36073,usr,z
2699,usr,z
46547,usr,z
46287,usr,z
15833,usr,z
46685,usr,z
47845,usr,z
45094,usr,z
10865,usr,z
18834,usr,z
44907,usr,z
15226,usr,z
45377,usr,z
24239,usr,z
5659,usr,z
12472,usr,z
12298,usr,z
19122,usr,z
610,usr,z
46229,usr,z
45018,usr,z
45479,usr,z
11794,usr,z
41222,usr,z
47912,usr,z
46465,usr,z
46676,usr,z
45235,usr,z
25205,usr,z
31718,usr,z
48268,usr,z
46618,usr,z
47812,usr,z
1890,usr,t
46244,usr,z
46885,usr,z
44899,usr,z
48202,usr,z
37088,usr,z
45766,usr,z
44953,usr,z
46089,usr,z
46414,usr,z
46007,sys,z
45679,usr,z
26392,usr,z
47584,usr,z
47623,usr,z
18959,usr,z
46466,usr,z
45837,usr,z
47934,usr,z
47041,usr,z
25622,usr,z
14972,usr,z
10800,usr,z
45748,usr,z
30734,usr,z
47635,usr,z
46575,usr,z
24587,usr,z
46635,usr,z
9451,usr,z
48172,usr,z
16716,usr,z
20635,usr,z
31700,usr,z
45613,usr,z
46869,usr,z
47077,usr,z
15176,usr,z
37303,usr,z
11515,usr,z
47781,usr,z
45012,usr,z
47355,usr,z
46227,sys,z
21844,usr,z
48098,usr,z
48038,usr,z
47104,usr,z
47924,usr,z
38687,usr,z
47718,usr,z
44986,usr,z
45452,usr,z
9793,usr,z
13110,usr,z
42680,sys,z
47186,usr,z
45129,usr,z
48103,usr,z
4424,usr,j
44945,usr,z
19130,usr,z
46642,usr,z
39879,usr,z
22735,usr,z
4224,usr,z
18789,usr,z
10023,usr,z
48100,usr,z
12379,usr,z
46633,usr,z
10378,usr,z
26816,usr,z
46358,usr,z
3302,usr,z
18481,usr,z
47271,usr,z
46410,usr,z
48070,sys,z
46684,usr,z
45032,usr,z
28169,usr,z
45933,usr,z
46990,usr,z
46873,usr,z
46693,sys,z
29068,usr,d
48212,usr,z
37568,usr,z
33673,usr,z
47354,usr,z
45358,usr,z
45309,usr,z
29898,usr,z
1265,usr,z
47872,usr,z
45066,usr,z
48259,sys,z
47895,usr,z
3154,usr,z
47286,usr,z
45614,usr,z
45747,usr,z
29524,usr,z
45778,usr,z
46491,usr,z
47323,usr,z
47193,usr,z
28185,usr,z
13685,usr,z
8264,sys,z
1309,usr,z
6493,usr,z
10387,usr,z
28206,usr,z
47021,usr,z
39078,usr,z
27752,usr,z
45535,usr,z
46623,usr,z
45519,usr,z
42841,usr,z
44912,usr,z
47470,usr,z
19060,usr,z
16700,usr,z
42445,usr,z
45184,usr,z
35893,usr,z
45571,usr,z
48132,usr,z
29755,usr,z
33061,usr,z
46847,usr,z
25754,usr,z
28907,usr,z
34264,usr,z
46882,usr,z
45769,usr,z
44970,usr,z
45450,usr,z
41745,usr,z
48037,usr,z
45987,usr,z
46294,usr,z
19869,usr,z
30553,usr,z
45944,usr,z
44997,usr,z
3053,sys,z
46126,usr,z
47109,usr,z
15472,usr,z
37447,usr,z
21896,usr,o
45278,usr,z
47855,usr,z
40799,usr,z
47175,usr,z
26955,usr,z
15786,usr,z
42819,usr,z
45257,usr,z
46305,sys,z
46457,usr,z
47247,usr,z
46381,usr,z
47467,usr,z
47866,usr,z
46461,usr,z
17089,usr,z
12883,sys,z
23034,usr,z
47536,sys,z
46001,usr,z
28585,usr,z
47576,usr,z
10853,usr,h
45930,usr,z
44040,usr,z
21840,usr,z
3794,usr,t
45394,usr,z
46780,usr,z
46279,usr,z
37556,usr,z
48141,usr,z
12213,usr,z
46349,usr,z
47013,usr,z
45901,usr,z
47446,usr,z
18276,usr,z
47875,usr,z
46137,usr,z
45809,usr,z
46369,usr,z
16954,usr,z
45436,usr,z
15867,usr,z
47911,usr,z
40192,usr,z
28968,usr,z
48133,sys,z
9681,usr,z
46199,usr,z
46236,usr,z
26359,usr,z
48222,usr,z
47064,usr,z
29614,usr,z
47338,usr,z
5838,usr,z
46673,usr,z
33927,usr,z
9301,usr,z
46406,usr,z
12055,usr,z
45468,usr,z
14638,usr,z
45030,usr,z
28905,usr,z
3868,usr,z
47031,usr,z
47215,usr,z
47995,sys,z
45004,usr,z
45853,usr,z
30833,usr,z
32730,usr,z
47987,usr,z
34046,usr,z
21731,usr,z
19065,usr,t
28073,usr,z
46270,usr,z
47861,usr,z
26526,usr,r
45023,usr,z
38618,sys,z
46532,usr,z
46578,usr,z
47471,usr,z
39655,usr,z
40110,usr,z
12728,usr,z
31447,usr,z
8815,usr,z
31859,sys,z
34005,usr,z
48032,usr,z
45206,usr,z
45096,usr,z
48205,usr,z
37171,usr,z
35674,usr,z
30854,usr,z
47482,usr,z
18747,usr,z
2647,usr,z
9071,sys,z
45048,usr,z
47507,usr,z
8590,usr,z
18840,usr,z
45849,usr,z
45253,usr,z
45106,usr,z
14562,usr,z
47888,usr,z
1913,usr,z
31034,usr,z
45207,usr,z
19980,usr,z
27046,usr,z
34511,usr,z
47402,usr,z
46264,usr,z
6051,usr,z
19772,usr,z
46202,usr,z
33963,usr,z
45964,usr,z
46510,usr,z
45951,usr,z
45957,usr,z
2991,usr,j
11403,usr,z
46622,usr,z
38492,usr,z
33003,sys,z
24031,usr,z
47149,usr,z
14744,usr,z
45666,usr,z
23848,usr,z
32805,usr,z
17015,usr,z
1679,usr,z
44828,usr,z
45380,usr,z
30989,usr,z
46173,usr,z
47332,usr,z
32791,usr,z
46090,usr,z
47773,usr,z
33726,usr,z
24663,usr,z
45483,usr,z
45153,usr,z
32279,usr,z
47993,usr,z
47999,usr,z
29711,usr,z
45189,usr,z
45481,usr,z
6702,usr,z
46018,usr,z
46260,usr,z
24056,usr,t
41207,usr,z
47919,usr,z
46389,usr,z
45590,usr,z
27457,usr,z
2956,usr,z
47113,sys,z
40533,sys,z
45776,usr,z
45290,sys,z
46854,usr,z
47037,usr,z
47242,usr,z
46950,usr,z
29246,usr,z
1461,usr,z
45638,sys,z
47288,usr,z
37012,usr,z
7266,usr,z
11068,usr,z
10929,usr,z
47667,usr,z
47663,usr,z
7038,usr,z
46431,usr,z
30170,usr,z
45021,usr,z
45632,usr,z
9994,usr,z
16806,usr,t
18210,usr,z
43305,usr,z
15590,usr,z
46947,usr,z
45238,usr,z
33291,usr,z
44927,usr,z
5558,usr,z
43450,usr,z
29597,usr,z
22258,usr,z
46343,usr,z
40734,usr,z
46125,usr,z
47069,usr,z
47491,usr,z
46641,usr,z
47568,usr,z
9886,usr,z
40544,usr,z
45604,usr,z
48198,usr,z
45046,usr,z
14648,usr,z
48265,usr,z
46904,usr,z
46665,usr,z
47179,usr,z
47472,usr,z
1634,usr,z
46469,usr,z
29753,usr,z
47460,usr,z
45182,usr,z
46681,usr,z
26012,usr,z
39720,usr,z
17755,usr,z
47047,usr,z
47685,usr,z
9242,usr,z
3569,usr,z
45510,usr,z
28283,usr,z
7874,sys,z
2942,sys,z
46458,usr,z
45453,usr,z
47701,usr,z
17749,usr,z
46342,usr,z
38212,usr,z
47957,usr,z
44981,usr,z
46585,usr,z
47272,usr,z
47022,usr,z
26795,usr,z
25809,usr,z
27305,usr,z
47370,usr,z
46427,usr,z
44941,sys,z
13428,usr,z
47953,usr,z
46428,usr,z
47928,usr,z
46756,usr,z
40995,usr,t
45873,usr,z
21300,usr,z
44934,usr,z
44483,usr,z
28128,usr,t
4034,usr,z
35831,usr,z
14847,usr,z
47232,usr,z
8663,sys,z
31028,usr,z
45654,usr,z
7186,sys,t
45757,usr,z
11038,usr,z
45973,usr,z
47238,usr,z
48051,usr,z
35466,sys,z
46065,usr,z
45861,usr,z
47859,usr,z
36605,usr,z
38481,usr,z
39630,usr,z
48088,usr,z
6273,usr,z
47134,usr,z
46937,usr,z
47569,usr,z
45451,usr,z
48203,usr,z
47373,usr,z
29105,sys,z
46066,sys,h
45547,usr,z
12628,usr,i
45152,usr,z
18879,usr,z
45360,usr,z
10381,usr,z
45301,usr,z
17408,usr,z
45761,usr,z
45511,usr,z
1693,usr,z
47949,usr,z
45965,usr,z
46363,usr,z
6819,usr,z
46583,usr,z
2238,usr,z
10060,usr,z
44955,usr,z
45580,usr,z
47990,usr,z
46940,usr,z
1306,usr,z
16675,usr,z
10717,sys,z
46795,usr,z
2833,usr,z
45835,usr,z
45900,usr,z
47294,sys,z
9175,usr,z
47818,usr,z
47947,usr,z
45785,usr,z
47262,usr,z
46989,usr,z
44993,usr,z
46556,usr,z
2712,usr,z
48225,usr,z
23469,usr,z
32997,usr,z
31199,usr,z
45038,usr,z
47131,usr,z
45880,usr,z
27580,usr,z
17376,usr,z
45108,usr,z
34047,usr,z
24289,usr,z
46027,usr,z
45445,usr,z
45341,usr,z
46036,usr,z
47602,usr,z
47544,sys,z
46435,usr,z
15756,sys,z
47329,usr,z
48101,usr,z
47419,usr,z
45741,usr,z
6551,usr,z
46565,usr,z
44998,usr,z
32171,usr,z
33355,usr,z
27453,usr,z
39929,usr,z
47427,usr,z
46939,usr,z
45526,usr,z
47117,usr,z
48190,usr,z
46319,usr,z
45058,usr,z
46045,usr,z
45246,usr,z
47259,usr,z
38142,usr,z
13726,usr,l
7497,usr,z
43112,usr,z
47625,usr,z
47750,usr,z
32278,usr,z
47808,usr,z
46615,usr,z
40996,usr,z
46122,usr,z
28330,usr,z
47096,usr,z
37681,usr,z
46530,usr,z
19078,usr,z
22620,usr,z
46509,usr,z
13687,usr,z
47453,usr,z
45891,usr,z
29620,usr,t
48026,usr,z
6687,usr,z
46494,usr,z
39381,sys,z
2726,usr,z
46272,usr,z
46770,usr,z
40952,usr,z
8794,usr,z
47777,usr,z
47925,usr,z
47101,usr,z
28173,usr,z
46237,usr,z
46149,usr,z
46250,usr,z
46670,usr,z
46829,usr,z
45628,usr,z
47651,usr,z
47562,usr,z
4169,usr,z
45068,usr,z
48168,usr,z
26724,usr,z
41454,usr,z
3723,usr,z
45989,usr,z
45634,usr,z
45527,usr,z
46771,usr,z
48035,usr,z
45263,usr,z
40605,usr,z
48160,usr,z
48213,usr,z
45713,usr,z
46077,usr,z
47821,usr,z
12312,usr,z
45388,usr,z
44942,usr,z
45745,usr,z
32107,usr,z
590,usr,z
47350,usr,z
46965,usr,z
45322,usr,z
17532,usr,z
47963,usr,z
48128,usr,z
46132,usr,z
20613,sys,z
47002,usr,z
1002,sys,z
33171,usr,z
45181,usr,z
48773,usr,z
29188,usr,z
34131,usr,z
35273,usr,z
32271,sys,z
6383,usr,z
39962,usr,z
49993,usr,z
49291,usr,z
30702,usr,z
48434,usr,z
48755,usr,z
50035,usr,z
18507,usr,z
50307,usr,z
49925,usr,z
50027,usr,z
49435,usr,z
49798,usr,z
48980,usr,z
5814,usr,z
48358,usr,z
21014,usr,z
15883,sys,z
49107,usr,z
7958,usr,z
17303,usr,z
24091,usr,z
35029,usr,z
13398,usr,z
38721,usr,z
35626,usr,z
15075,usr,r
49444,usr,z
49235,usr,z
50172,usr,z
48551,usr,z
28721,usr,z
25406,usr,z
26849,usr,z
50228,usr,z
6905,usr,z
5362,usr,z
48727,usr,z
48359,usr,z
10961,sys,z
49039,usr,z
46816,usr,z
30458,usr,z
49302,sys,z
50099,usr,z
8098,usr,z
48357,usr,z
49696,usr,z
18610,usr,z
11988,usr,z
27128,usr,z
49394,usr,z
42612,sys,z
49145,usr,z
2819,sys,z
5447,usr,z
10958,usr,z
49797,usr,z
50207,usr,z
44060,usr,z
12933,usr,z
48487,usr,z
48720,usr,z
50306,usr,z
48868,usr,z
49587,usr,z
48381,usr,z
44338,usr,z
1951,usr,z
49451,usr,z
10261,usr,z
34533,usr,z
50267,usr,z
49726,usr,z
49494,usr,z
48971,usr,z
48665,usr,z
49413,usr,z
10897,usr,z
48550,usr,z
49553,usr,z
49269,usr,z
48691,usr,z
49734,usr,z
38624,usr,z
49074,usr,z
14563,usr,z
10177,usr,z
36538,usr,z
48415,usr,z
33507,usr,z
50340,usr,z
32251,usr,z
50312,usr,z
48932,usr,z
48891,usr,z
48063,usr,z
37684,usr,z
2599,usr,z
49372,usr,z
49542,usr,z
48464,usr,z
48779,usr,z
48492,usr,z
48739,usr,z
50304,sys,z
19229,usr,z
16098,usr,z
9119,sys,z
49202,usr,z
50063,usr,z
49220,usr,z
49934,usr,z
49181,usr,z
29589,usr,m
19739,usr,z
48580,usr,z
50320,usr,z
48324,usr,z
49575,usr,z
48784,usr,z
48319,usr,z
45302,usr,g
49631,usr,z
48308,usr,z
49141,usr,z
48410,usr,z
36558,usr,z
48579,usr,z
8919,usr,d
26490,usr,z
38037,usr,z
36359,usr,z
50170,usr,z
49708,usr,z
25363,usr,z
50196,usr,z
40910,usr,z
19500,usr,z
49224,usr,z
17584,usr,z
48353,usr,z
49092,usr,z
37870,usr,z
33584,sys,z
48575,usr,z
48746,usr,z
48679,usr,z
32520,usr,z
49971,usr,z
37169,usr,z
42923,usr,z
49001,usr,z
8635,usr,z
4297,usr,z
49548,usr,z
49380,usr,z
20159,usr,z
50185,usr,z
23331,usr,z
14864,usr,z
43367,usr,z
10356,usr,z
50324,usr,z
50088,usr,z
13347,usr,z
17892,usr,z
44900,usr,z
49939,usr,z
49102,usr,z
49263,usr,z
48350,usr,z
5449,usr,z
48714,usr,z
48509,usr,z
48556,usr,z
14935,usr,z
29301,usr,z
49277,usr,z
49392,usr,z
50126,usr,z
48397,usr,z
49837,usr,z
48531,usr,z
49290,usr,z
48458,usr,z
2430,usr,z
28047,usr,z
48810,usr,z
49219,usr,z
49214,usr,z
37226,usr,z
769,usr,z
10770,usr,z
20580,usr,z
17750,usr,z
31037,usr,z
27441,usr,t
48930,usr,z
48778,usr,z
49819,usr,z
26885,usr,z
50214,usr,z
49707,usr,z
50276,usr,z
49930,usr,z
29027,usr,z
6416,usr,z
49211,usr,z
5335,usr,z
42470,usr,z
34133,usr,z
45097,usr,z
49199,usr,z
49724,usr,z
48377,usr,z
39068,usr,z
49877,usr,z
6717,usr,z
50279,usr,z
48668,usr,z
49680,usr,z
15628,usr,z
49293,usr,z
34514,usr,z
48948,usr,z
49694,usr,n
48978,usr,z
49931,usr,z
48862,usr,z
49467,usr,z
48662,usr,z
42289,usr,m
49870,usr,z
50061,usr,z
49625,usr,z
22260,usr,z
49369,usr,z
48976,usr,z
2946,usr,z
22063,usr,z
48799,usr,z
41007,usr,z
49673,usr,z
28167,usr,z
16936,usr,z
50256,usr,z
48394,usr,z
48669,sys,z
50169,usr,z
22968,usr,z
48330,usr,z
49479,usr,z
49171,usr,z
25892,usr,z
49229,sys,z
49315,usr,z
49657,usr,z
43216,usr,z
29652,usr,z
23232,usr,z
49537,usr,z
1018,usr,z
11212,usr,z
49731,usr,z
48355,usr,z
49345,usr,z
50069,usr,z
43745,usr,z
49084,usr,z
49439,usr,z
12437,usr,z
22513,usr,z
50200,usr,z
19537,usr,s
3314,sys,z
44902,usr,z
50230,usr,z
48643,usr,z
49395,usr,z
49868,usr,z
6003,usr,z
49729,usr,z
49586,usr,z
23369,usr,z
8497,usr,z
49977,usr,z
48554,usr,z
29943,usr,z
24401,usr,z
40033,usr,z
12149,usr,z
49978,usr,z
30227,usr,z
48982,usr,z
35993,sys,z
17577,usr,z
48937,usr,z
49948,usr,z
568,usr,z
35965,usr,z
49158,usr,z
48373,usr,z
50297,usr,z
37087,sys,z
14577,usr,z
49855,usr,z
38975,usr,z
48853,usr,z
5585,usr,z
48454,usr,z
13107,usr,z
49485,usr,z
49592,usr,z
48881,usr,z
50212,usr,z
48617,usr,z
48738,usr,z
49984,usr,z
29716,usr,z
50031,usr,z
31181,usr,z
49088,usr,z
50255,usr,z
48461,sys,z
48704,usr,z
12408,usr,z
48558,usr,z
22981,usr,z
25543,usr,z
50360,usr,z
48938,usr,z
49677,usr,z
33188,usr,z
46629,usr,z
759,sys,z
50010,usr,z
48974,sys,z
4962,usr,z
49115,usr,z
48899,usr,z
9082,usr,z
49613,usr,z
25893,usr,z
49061,usr,z
49135,usr,z
45877,usr,z
14812,usr,z
17914,usr,z
32681,usr,z
42925,usr,z
49139,sys,z
49896,usr,z
49578,usr,z
698,usr,z
49866,usr,z
49015,usr,z
50191,usr,z
96,usr,z
48732,usr,z
50044,usr,z
48326,usr,z
48876,usr,z
48515,usr,z
48941,usr,z
8091,usr,z
29498,usr,z
49633,usr,z
16766,usr,z
49844,usr,z
45187,sys,z
8125,usr,z
46129,usr,z
27841,usr,z
33273,usr,z
49755,usr,z
48557,usr,z
49457,usr,z
45409,usr,z
50351,usr,z
43313,usr,z
49624,usr,z
48474,usr,z
48848,usr,z
48872,usr,z
49338,usr,z
48343,usr,z
48913,usr,z
49810,usr,z
49823,usr,z
48776,usr,z
48532,usr,z
48292,usr,z
40700,usr,z
48760,usr,z
49992,usr,z
19521,usr,z
49761,usr,z
40249,usr,z
42362,usr,z
49042,usr,z
49821,usr,z
5278,sys,z
35804,usr,z
49606,usr,z
50132,usr,z
48870,usr,z
15414,sys,z
49436,usr,z
10315,usr,z
1840,usr,z
445,usr,z
49649,usr,z
48322,usr,z
1317,usr,z
50162,usr,z
49183,usr,z
50137,usr,z
4975,usr,z
50128,usr,z
49973,usr,z
27925,usr,z
50111,usr,z
36550,usr,t
36960,usr,z
42216,usr,z
49289,usr,z
49499,usr,z
48791,usr,z
48985,usr,z
23631,usr,z
12482,sys,z
49472,usr,z
7851,sys,z
19466,usr,z
49916,usr,z
48774,usr,z
22192,usr,z
7724,sys,z
34739,usr,z
40850,usr,z
49062,usr,z
693,usr,z
11735,usr,t
30292,usr,z
48536,sys,z
50075,usr,z
21762,usr,z
19409,usr,z
49104,usr,z
48935,usr,z
49250,usr,z
20840,usr,z
34000,usr,z
49027,usr,z
44105,usr,z
50327,usr,z
49508,usr,z
49816,usr,z
