,appid,app_class
7416,7820,
7417,7636,
7418,11961,
7419,21395,
7420,13551,
7421,9969,
7422,11807,l
7423,13278,b
7424,19848,
7425,12470,g
7426,21659,
7427,2221,
7428,3223,
7429,6789,
7430,14505,
7431,3845,
7432,2658,b
7433,17091,
7434,19523,
7435,5085,
7436,8695,t
7437,22628,
7438,6527,
7439,14831,
7440,8466,
7441,23268,
7442,13098,
7443,11399,h
7444,12426,h
7445,22530,
7446,11159,
7447,4359,
7448,11330,
7449,10017,
7450,699,
7451,14525,
7452,1728,
7453,15706,
7454,13930,
7455,6831,
7456,7106,
7457,4437,t
7458,5519,b
7459,19153,
7460,7349,j
7461,16686,
7462,9170,
7463,454,t
7464,6034,
7465,1235,
7466,7908,
7467,13393,
7468,7359,
7469,6116,
7470,3681,
7471,10959,
7472,21120,
7473,7631,
7474,23274,r
7475,16695,
7476,21197,
7477,22935,
7478,17087,
7479,19059,
7480,7262,
7481,12299,d
7482,16949,
7483,3391,
7484,15354,
7485,11075,t
7486,11590,
7487,12965,
7488,8404,
7489,11357,
7490,1463,
7491,15210,
7492,11128,
7493,1452,
7494,12822,t
7495,22670,
7496,15558,
7497,18256,g
7498,6714,
7499,23076,
7500,18361,
7501,1385,
7502,1068,
7503,2425,
7504,19377,
7505,2997,
7506,6944,
7507,20830,t
7508,17016,
7509,16027,
7510,17680,
7511,20854,
7512,11855,t
7513,20325,
7514,11764,
7515,19472,
7516,9178,
7517,8995,t
7518,245,t
7519,5060,
7520,6931,l
7521,7127,
7522,8167,
7523,23150,
7524,22436,
7525,1194,
7526,21224,
7527,5226,
7528,7094,
7529,17887,
7530,21594,
7531,23005,
7532,20260,
7533,23550,
7534,2953,
7535,21385,f
7536,11780,r
7537,19317,
7538,1191,
7539,13100,
7540,4925,
7541,5740,
7542,9019,
7543,12953,
7544,21867,
7545,20084,t
7546,11078,s
7547,18176,
7548,7137,
7549,5766,
7550,2504,
7551,18419,
7552,20289,
7553,17581,
7554,11462,
7555,10038,
7556,17758,i
7557,13097,
7558,3635,
7559,22550,
7560,17826,
7561,21124,
7562,21609,
7563,15701,
7564,16316,
7565,19933,
7566,18678,
7567,10665,
7568,23210,
7569,15072,t
7570,4673,i
7571,13783,
7572,4723,
7573,13788,
7574,10904,
7575,7011,
7576,19365,
7577,15204,e
7578,9950,n
7579,16861,
7580,18868,
7581,23116,f
7582,1067,
7583,297,
7584,3021,
7585,16084,
7586,12023,
7587,9581,
7588,1431,
7589,19648,m
7590,280,
7591,17458,
7592,9056,
7593,2637,
7594,2680,
7595,1930,
7596,5153,g
7597,15167,
7598,23372,
7599,2758,
7600,22810,
7601,4946,
7602,3320,
7603,2822,
7604,8161,e
7605,10947,
7606,180,
7607,15899,g
7608,15305,t
7609,3221,
7610,8875,
7611,11456,
7612,12496,b
7613,18670,t
7614,13300,
7615,16951,
7616,15260,
7617,22647,
7618,9871,
7619,16837,
7620,6363,
7621,17699,
7622,22837,g
7623,2366,t
7624,15698,
7625,9692,t
7626,18471,
7627,21924,
7628,15307,
7629,13863,
7630,11287,
7631,10883,
7632,13243,t
7633,1962,
7634,19541,
7635,9614,
7636,8317,
7637,12569,
7638,3637,
7639,17098,
7640,1247,
7641,15316,
7642,7645,
7643,19350,
7644,13161,
7645,16085,
7646,6983,
7647,7898,
7648,15769,
7649,13242,
7650,16855,
7651,17693,
7652,5455,
7653,22464,
7654,12168,
7655,3572,
7656,21521,t
7657,2384,
7658,8489,
7659,13424,
7660,14223,
7661,18665,
7662,7742,
7663,13881,
7664,17547,
7665,2307,
7666,20096,
7667,16490,
7668,3263,
7669,12837,
7670,2149,q
7671,19546,
7672,5676,
7673,5661,
7674,9447,
7675,22569,
7676,23261,
7677,8015,
7678,23038,
7679,327,
7680,14533,
7681,9096,
7682,17389,
7683,21863,
7684,14347,
7685,8476,
7686,10681,g
7687,23228,
7688,19578,
7689,11250,
7690,10797,
7691,14780,
7692,22635,t
7693,20770,c
7694,648,o
7695,19712,t
7696,18011,
7697,11966,
7698,14610,
7699,5210,
7700,19420,t
7701,11536,
7702,13371,
7703,9341,
7704,4011,
7705,20399,
7706,9773,
7707,11205,
7708,22076,
7709,2000,
7710,13060,
7711,19996,
7712,10485,
7713,17841,g
7714,11314,
7715,19613,
7716,8963,
7717,12040,
7718,2872,
7719,23596,
7720,9741,
7721,22169,
7722,18004,
7723,18474,m
7724,14456,p
7725,1024,
7726,23203,
7727,3760,
7728,2293,
7729,14433,
7730,1832,
7731,20329,
7732,11553,
7733,17546,
7734,7840,
7735,21117,
7736,1308,
7737,18911,
7738,19891,
7739,15925,e
7740,3739,
7741,5001,
7742,20808,
7743,16097,
7744,12183,
7745,6136,
7746,17420,j
7747,4572,
7748,10395,
7749,14443,
7750,4898,
7751,4063,
7752,22588,
7753,3051,
7754,23124,
7755,13340,
7756,6045,
7757,15553,
7758,21280,
7759,18892,t
7760,19770,
7761,3335,
7762,19239,
7763,2845,
7764,737,t
7765,12350,t
7766,16640,
7767,12633,
7768,23208,
7769,4207,
7770,15096,
7771,21494,l
7772,9266,
7773,18479,t
7774,18731,
7775,4622,o
7776,16222,
7777,10304,
7778,11521,
7779,10695,t
7780,4684,t
7781,10908,d
7782,2016,t
7783,2016,t
7784,15638,
7785,11210,
7786,6103,
7787,16799,
7788,1497,
7789,4455,
7790,732,
7791,11383,
7792,13718,
7793,20805,
7794,19832,
7795,9576,
7796,8764,t
7797,3567,p
7798,484,
7799,581,
7800,23325,h
7801,19527,
7802,4487,
7803,321,
7804,7421,
7805,11113,e
7806,9607,
7807,778,
7808,17270,d
7809,4439,
7810,23419,t
7811,10104,
7812,2750,
7813,5894,
7814,19357,
7815,7717,
7816,2237,
7817,17021,
7818,3743,
7819,5270,
7820,14231,
7821,1947,
7822,22894,t
7823,15932,
7824,11539,h
7825,343,
7826,20743,
7827,14254,
7828,7021,
7829,1952,
7830,9191,
7831,13433,
7832,19564,
7833,5592,
7834,13835,
7835,12387,t
7836,7577,f
7837,14284,
7838,4660,t
7839,10253,
7840,4546,
7841,13059,
7842,14611,p
7843,8977,
7844,14103,
7845,8432,
7846,17448,
7847,9831,
7848,14623,
7849,11353,
7850,17564,
7851,21475,
7852,13087,
7853,1330,
7854,1208,t
7855,10892,b
7856,5840,
7857,18654,t
7858,656,
7859,1390,
7860,11413,
7861,8501,
7862,15515,d
7863,3077,
7864,21136,t
7865,20911,
7866,4901,
7867,14068,
7868,23511,
7869,19047,
7870,2226,
7871,17608,
7872,14989,
7873,5425,
7874,14188,
7875,16800,
7876,13530,
7877,10348,
7878,18224,
7879,19583,
7880,6860,c
7881,14313,r
7882,19738,
7883,16104,
7884,14947,
7885,11603,
7886,13826,t
7887,14153,
7888,144,t
7889,8290,
7890,20552,t
7891,13535,t
7892,8679,
7893,18623,
7894,20653,
7895,561,
7896,794,
7897,21765,
7898,23066,
7899,11300,
7900,7418,
7901,17521,
7902,14882,
7903,8564,
7904,8208,
7905,13543,
7906,2431,
7907,18705,i
7908,12132,
7909,19156,
7910,13272,
7911,21376,
7912,14264,t
7913,14328,j
7914,9125,
7915,11165,
7916,9600,
7917,227,
7918,13117,
7919,3601,
7920,8458,
7921,19394,
7922,21126,
7923,7054,
7924,1714,
7925,21481,
7926,13777,
7927,23436,
7928,456,
7929,6881,
7930,8215,
7931,1062,t
7932,10599,
7933,3453,
7934,20036,
7935,20684,
7936,1738,
7937,19181,f
7938,12256,
7939,5806,
7940,9118,
7941,2689,
7942,6017,
7943,5120,
7944,13603,
7945,23466,
7946,1819,
7947,8095,
7948,4897,
7949,8089,
7950,7049,
7951,12125,
7952,7996,j
7953,10956,i
7954,11682,
7955,22575,
7956,13548,
7957,19250,
7958,6613,
7959,6385,
7960,13332,
7961,11176,
7962,2082,
7963,20588,
7964,12723,
7965,9035,
7966,11276,
7967,10368,
7968,11345,
7969,2526,
7970,23125,t
7971,6757,f
7972,14201,k
7973,4979,
7974,19434,
7975,20020,
7976,8387,
7977,5986,
7978,17702,
7979,10856,
7980,5,t
7981,11986,
7982,15802,
7983,1717,
7984,2498,
7985,4701,
7986,11625,
7987,966,
7988,23333,
7989,5589,
7990,15578,
7991,12852,c
7992,9160,
7993,4195,
7994,3137,
7995,2489,
7996,5643,n
7997,22978,t
7998,944,
7999,5379,
8000,17284,
8001,17544,
8002,13976,g
8003,3588,
8004,958,
8005,11831,
8006,23293,
8007,12197,
8008,15296,
8009,12960,
8010,4738,
8011,2115,m
8012,7569,
8013,14378,
8014,14913,
8015,4505,
8016,8383,
8017,6978,
8018,11359,
8019,15514,d
8020,14741,
8021,2576,
8022,19629,
8023,13204,
8024,13199,
8025,12071,
8026,23119,
8027,2090,n
8028,4758,
8029,1670,a
8030,20531,
8031,1039,
8032,11499,
8033,18398,
8034,22001,p
8035,20868,
8036,2608,l
8037,6250,
8038,91,
8039,22241,
8040,21850,
8041,17171,e
8042,9468,j
8043,1212,
8044,396,
8045,2232,
8046,17356,
8047,4234,
8048,19389,
8049,12760,
8050,6386,
8051,6264,
8052,8900,
8053,165,t
8054,18052,
8055,21962,
8056,19491,
8057,8712,
8058,4440,t
8059,19416,
8060,22187,a
8061,2559,
8062,17522,
8063,1767,
8064,7794,
8065,20248,
8066,21856,
8067,2957,
8068,3191,
8069,23457,
8070,3602,
8071,16888,c
8072,23474,n
8073,1680,
8074,16853,
8075,90,
8076,7074,
8077,11894,
8078,13164,
8079,10730,
8080,3011,
8081,18170,
8082,12331,
8083,12259,
8084,18528,
8085,9001,
8086,17293,
8087,18150,t
8088,7089,
8089,18912,
8090,12565,t
8091,12471,
8092,10624,
8093,14887,
8094,12762,
8095,5853,
8096,4986,
8097,9996,
8098,6285,
8099,5675,
8100,8096,
8101,18435,
8102,433,
8103,14161,
8104,11827,k
8105,9272,
8106,17404,h
8107,6089,
8108,2406,
8109,20014,g
8110,15251,
8111,13350,
8112,19598,
8113,20748,t
8114,11973,
8115,1405,
8116,20049,
8117,855,
8118,16783,
8119,9631,
8120,15831,
8121,6937,
8122,20975,
8123,7866,
8124,22322,
8125,7615,
8126,11576,
8127,7823,
8128,324,t
8129,21703,
8130,21960,b
8131,6838,
8132,6411,
8133,18281,
8134,1629,
8135,12793,
8136,3858,
8137,703,
8138,18322,
8139,13478,
8140,2996,
8141,20138,
8142,13069,
8143,22041,
8144,10596,
8145,12458,
8146,9017,
8147,17234,
8148,15043,
8149,1056,
8150,4556,
8151,4122,
8152,9192,
8153,15411,
8154,6636,
8155,21173,
8156,20867,
8157,12615,
8158,10713,
8159,5999,
8160,20525,
8161,9473,
8162,7863,t
8163,1524,
8164,15117,
8165,3189,
8166,6900,
8167,21610,
8168,10623,
8169,2580,j
8170,14545,
8171,3033,
8172,21947,
8173,21725,
8174,20328,
8175,1993,
8176,6532,i
8177,6637,
8178,11598,t
8179,11887,
8180,13697,
8181,11586,
8182,12141,
8183,21608,
8184,20299,
8185,17328,b
8186,2048,
8187,22991,
8188,13021,t
8189,16507,
8190,5487,t
8191,1078,
8192,13464,
8193,4471,
8194,13625,
8195,13085,
8196,4006,
8197,6871,
8198,4095,
8199,18447,
8200,2567,
8201,17589,
8202,17384,
8203,19064,
8204,3351,
8205,22739,
8206,2609,
8207,15212,i
8208,17989,
8209,5509,t
8210,18732,
8211,13276,
8212,18267,
8213,7857,
8214,5851,
8215,18932,
8216,7990,
8217,13652,
8218,6799,
8219,3225,
8220,16469,
8221,17059,t
8222,2711,
8223,13918,
8224,22033,
8225,14437,
8226,1787,
8227,3684,
8228,14975,
8229,11141,
8230,5397,
8231,14708,
8232,20216,
8233,4459,
8234,2326,
8235,22038,
8236,13803,
8237,10787,
8238,14468,
8239,1905,
8240,14343,
8241,12710,
8242,2922,
8243,7655,
8244,15499,
8245,6824,
8246,1613,
8247,13395,
8248,3300,
8249,23306,
8250,5043,
8251,4020,t
8252,4473,e
8253,21630,t
8254,10490,
8255,2969,
8256,22206,
8257,12170,
8258,13779,
8259,4082,
8260,11460,
8261,10440,
8262,1381,
8263,8344,
8264,14867,
8265,19783,
8266,15105,
8267,22153,
8268,23588,
8269,4552,
8270,13987,
8271,16792,t
8272,16187,
8273,14642,
8274,22862,
8275,6088,t
8276,4331,
8277,4626,
8278,12703,m
8279,2434,t
8280,21635,
8281,19075,
8282,6141,j
8283,6141,j
8284,16607,
8285,19572,
8286,14412,
8287,6093,
8288,2516,
8289,20903,
8290,15764,
8291,14072,
8292,6828,
8293,6481,
8294,18541,t
8295,17283,
8296,9628,l
8297,1991,
8298,2719,
8299,1904,
8300,13512,
8301,17601,
8302,19382,t
8303,23455,
8304,10054,
8305,10868,t
8306,9772,
8307,17184,
8308,15454,
8309,22681,
8310,13207,
8311,7829,
8312,5238,
8313,21170,
8314,1702,
8315,15812,
8316,5227,
8317,6641,
8318,2928,
8319,1531,
8320,5510,
8321,3432,
8322,21203,
8323,23249,t
8324,3867,t
8325,14467,
8326,4703,
8327,14595,
8328,16039,
8329,6627,
8330,5253,
8331,17000,
8332,9844,
8333,5954,
8334,2046,
8335,19364,
8336,21857,
8337,14639,
8338,5857,
8339,7571,
8340,18684,
8341,9704,
8342,3059,
8343,10461,
8344,764,
8345,9979,
8346,21007,
8347,17561,
8348,9040,
8349,8001,
8350,9297,
8351,11434,
8352,7527,
8353,22554,
8354,14366,
8355,17681,
8356,8644,
8357,13355,
8358,6903,l
8359,6459,
8360,9902,
8361,10013,
8362,2154,
8363,8520,
8364,3186,
8365,21902,
8366,6270,m
8367,19272,
8368,12453,
8369,1440,t
8370,2778,t
8371,22457,
8372,17364,t
8373,4462,t
8374,20621,
8375,5044,
8376,20569,t
8377,13505,
8378,17317,
8379,3039,
8380,7402,
8381,11153,
8382,6014,
8383,9721,
8384,20509,
8385,9,
8386,19448,
8387,14557,
8388,14827,
8389,8032,
8390,17870,
8391,11288,
8392,14869,
8393,23413,g
8394,2918,
8395,1485,
8396,16446,
8397,15744,
8398,14673,
8399,19585,t
8400,7549,
8401,14787,
8402,21371,
8403,3168,
8404,3299,
8405,20826,
8406,16563,
8407,1086,
8408,7091,
8409,13482,
8410,8748,
8411,2961,
8412,16445,
8413,12334,
8414,6159,
8415,9938,
8416,883,
8417,8102,
8418,17195,
8419,15082,
8420,4911,t
8421,9072,
8422,17340,
8423,14846,
8424,11848,
8425,19388,
8426,8309,
8427,15021,
8428,5539,
8429,22193,
8430,17605,
8431,12144,g
8432,13316,
8433,16732,
8434,5141,t
8435,5728,
8436,20949,
8437,4522,
8438,6927,
8439,15530,
8440,20061,
8441,19391,
8442,13456,
8443,12044,h
8444,2846,
8445,7676,
8446,7071,
8447,6450,
8448,21109,
8449,6550,
8450,20873,
8451,17573,
8452,17005,
8453,22762,
8454,6205,
8455,12675,f
8456,17935,
8457,4978,
8458,19325,
8459,16493,
8460,22328,
8461,15047,
8462,3219,
8463,22926,
8464,11248,t
8465,11875,
8466,22205,
8467,4555,
8468,17280,i
8469,7578,t
8470,15346,
8471,7833,
8472,11674,t
8473,9129,
8474,4496,g
8475,22764,
8476,19601,
8477,13630,
8478,8570,
8479,2601,t
8480,22940,
8481,1104,t
8482,2586,
8483,3272,
8484,11676,
8485,7770,
8486,390,
8487,15559,
8488,13673,
8489,14750,
8490,16126,
8491,14757,s
8492,9093,
8493,12743,t
8494,12968,
8495,20931,j
8496,22611,
8497,5738,
8498,473,
8499,1793,
8500,11393,
8501,14993,
8502,21730,
8503,838,t
8504,15692,
8505,14630,m
8506,22570,
8507,1511,n
8508,19346,t
8509,10298,
8510,16818,
8511,18971,
8512,18095,c
8513,18095,c
8514,14360,
8515,22254,
8516,7651,
8517,21199,
8518,15609,o
8519,13565,
8520,711,n
8521,9233,
8522,2787,
8523,17337,
8524,18188,
8525,20615,g
8526,16322,
8527,17803,
8528,20767,
8529,14181,
8530,1623,
8531,404,t
8532,9787,
8533,7753,
8534,15301,
8535,13258,
8536,12670,
8537,18798,
8538,23335,s
8539,7477,
8540,21706,s
8541,21798,
8542,12948,
8543,1025,
8544,22386,
8545,18708,
8546,16006,
8547,10363,
8548,23591,
8549,11835,
8550,13338,
8551,10475,
8552,13234,g
8553,22943,
8554,12702,
8555,19144,
8556,1340,
8557,8640,
8558,11856,
8559,5992,
8560,8787,
8561,17092,
8562,19396,
8563,12060,
8564,4561,
8565,13310,
8566,5880,
8567,5190,
8568,14668,
8569,21767,
8570,11046,
8571,6146,
8572,10582,
8573,3365,
8574,4194,
8575,4840,
8576,16459,
8577,19851,
8578,10119,
8579,20389,t
8580,2337,
8581,20708,
8582,1865,
8583,8496,
8584,15608,
8585,15803,
8586,3728,
8587,9730,
8588,3936,t
8589,2044,
8590,13050,
8591,19942,
8592,12227,
8593,17554,
8594,6331,
8595,1942,
8596,18858,
8597,5241,
8598,12680,t
8599,40,
8600,16144,t
8601,2186,
8602,20467,
8603,13145,
8604,6553,
8605,8628,
8606,1941,
8607,11387,
8608,11414,
8609,14738,
8610,12333,
8611,12376,
8612,22860,s
8613,10155,
8614,19592,
8615,11852,
8616,3866,t
8617,9027,b
8618,11477,
8619,19324,
8620,13607,
8621,7257,
8622,15320,
8623,9604,
8624,11446,
8625,19232,
8626,7935,
8627,7398,
8628,4024,
8629,18944,
8630,3018,
8631,10160,
8632,19822,t
8633,12924,
8634,4141,
8635,10968,
8636,22188,
8637,3476,
8638,17901,
8639,15622,
8640,22045,
8641,18440,
8642,4903,
8643,685,
8644,1162,
8645,22174,
8646,19696,
8647,16844,k
8648,22164,
8649,8299,
8650,10456,
8651,10357,
8652,5672,
8653,18123,t
8654,18877,t
8655,13463,t
8656,9909,
8657,4446,
8658,17308,
8659,14025,
8660,1392,
8661,9686,
8662,21804,c
8663,453,
8664,18677,
8665,3722,
8666,21559,g
8667,21293,i
8668,6041,
8669,21655,
8670,8124,a
8671,14023,
8672,4564,
8673,13635,
8674,1016,
8675,4171,
8676,12319,
8677,4819,
8678,20192,
8679,6357,
8680,19005,
8681,11152,o
8682,19031,
8683,22502,t
8684,6209,
8685,2253,
8686,14363,
8687,15547,
8688,7870,
8689,9279,
8690,9940,o
8691,7371,
8692,21582,
8693,3554,
8694,507,
8695,20523,
8696,14619,
8697,666,
8698,15895,
8699,9049,
8700,20813,
8701,12541,
8702,10833,
8703,17834,
8704,21056,
8705,533,
8706,15150,p
8707,5267,
8708,7933,t
8709,5549,g
8710,17099,
8711,1501,
8712,10699,
8713,1643,
8714,10382,
8715,22195,
8716,1249,
8717,6442,
8718,3409,g
8719,11036,
8720,20331,
8721,7422,a
8722,22731,
8723,11278,
8724,13909,
8725,21042,
8726,6645,
8727,5408,
8728,11327,
8729,2109,
8730,21232,
8731,16119,
8732,15111,
8733,4655,
8734,15400,
8735,13425,
8736,5223,
8737,19638,
8738,13283,
8739,5310,
8740,13971,
8741,20646,
8742,4098,
8743,10351,
8744,13591,
8745,9560,t
8746,21922,
8747,10477,
8748,1122,
8749,9880,
8750,2021,
8751,14446,
8752,12942,
8753,19893,
8754,18028,
8755,15007,t
8756,4071,
8757,10846,
8758,20133,
8759,11372,
8760,22602,
8761,6445,
8762,20885,
8763,20402,
8764,10726,
8765,9252,t
8766,13099,
8767,3957,
8768,9032,
8769,8872,
8770,16455,
8771,14970,
8772,9833,
8773,15772,
8774,21454,
8775,20750,
8776,13538,t
8777,672,
8778,7819,
8779,221,
8780,20891,
8781,15934,
8782,13057,
8783,17823,
8784,6354,
8785,22983,
8786,916,
8787,20006,
8788,19888,
8789,2242,
8790,17149,
8791,941,t
8792,12300,
8793,17858,
8794,23443,
8795,22219,
8796,4977,
8797,15053,
8798,14178,
8799,14200,
8800,12349,
8801,574,
8802,11247,
8803,8072,h
8804,3187,
8805,2296,
8806,8631,
8807,14218,
8808,2474,
8809,9992,
8810,14421,
8811,5332,
8812,6929,t
8813,1870,
8814,14943,
8815,19749,
8816,13747,
8817,9852,
8818,12912,
8819,11550,
8820,6257,
8821,11768,g
8822,4121,
8823,12737,
8824,15827,
8825,5249,
8826,23506,
8827,9220,
8828,21518,
8829,13886,
8830,17435,t
8831,13,
8832,4938,j
8833,22699,
8834,3414,
8835,6154,
8836,4995,
8837,7715,t
8838,8772,
8839,10670,
8840,15693,
8841,20617,l
8842,7928,
8843,1676,e
8844,18032,
8845,20637,t
8846,19074,
8847,13514,
8848,9238,
8849,4500,
8850,12157,
8851,15677,p
8852,6,c
8853,9262,q
8854,7210,
8855,1445,i
8856,3172,
8857,17388,
8858,177,
8859,2399,
8860,7813,
8861,16478,
8862,4418,
8863,7593,
8864,21996,
8865,2139,
8866,15604,
8867,4957,
8868,17436,
8869,14899,k
8870,4269,
8871,8087,
8872,19386,
8873,15502,
8874,3764,
8875,19698,
8876,13235,
8877,2314,t
8878,4827,
8879,8101,c
8880,22822,t
8881,13634,
8882,9146,
8883,21778,
8884,3374,
8885,6660,
8886,16610,
8887,6591,s
8888,18108,
8889,5407,
8890,8183,t
8891,12419,
8892,11104,
8893,2538,
8894,16699,
8895,3410,h
8896,17048,
8897,16475,
8898,2073,
8899,10594,
8900,14531,
8901,6371,
8902,17127,
8903,11533,
8904,11593,
8905,13533,
8906,9213,
8907,2350,d
8908,11060,
8909,3054,
8910,4230,
8911,11428,
8912,22431,
8913,508,
8914,18923,
8915,20657,
8916,12667,
8917,22404,
8918,2695,h
8919,4639,
8920,17186,
8921,9358,
8922,10230,
8923,18254,
8924,15463,t
8925,15463,t
8926,13736,
8927,18523,
8928,15134,
8929,3291,
8930,1689,
8931,17529,
8932,12039,t
8933,11085,e
8934,13132,
8935,5403,
8936,19008,k
8937,20301,
8938,8653,t
8939,13915,
8940,4948,t
8941,16790,
8942,22015,
8943,3636,e
8944,4163,
8945,6975,
8946,1175,g
8947,18094,
8948,3544,
8949,20450,
8950,424,
8951,17912,
8952,7914,
8953,9682,j
8954,18835,
8955,10915,c
8956,5329,
8957,834,
8958,16995,
8959,876,
8960,14394,
8961,15147,
8962,15979,r
8963,3360,
8964,5980,
8965,12921,
8966,510,
8967,10073,
8968,11497,
8969,5561,
8970,21597,
8971,14646,
8972,904,
8973,5952,
8974,13725,
8975,12438,
8976,3786,
8977,11655,
8978,9679,
8979,503,
8980,16921,
8981,17745,
8982,14139,
8983,11897,
8984,19198,
8985,1645,
8986,6366,
8987,9165,
8988,9973,
8989,4404,
8990,5528,
8991,7453,
8992,12068,n
8993,7746,
8994,19302,
8995,16248,
8996,6922,i
8997,17893,
8998,11223,
8999,19797,
9000,16135,
9001,5754,
9002,16192,
9003,23039,
9004,21071,t
9005,3746,
9006,2525,
9007,3906,
9008,326,
9009,2330,
9010,5084,
9011,18093,
9012,14035,
9013,16451,
9014,13547,
9015,19506,
9016,6536,
9017,3123,l
9018,10271,
9019,15635,
9020,69,
9021,19852,
9022,2768,
9023,17489,t
9024,19189,
9025,17004,
9026,16441,
9027,14597,
9028,9199,
9029,11380,
9030,10722,
9031,3586,
9032,4587,
9033,10220,
9034,6335,
9035,23033,
9036,17138,
9037,11256,
9038,22035,c
9039,22719,n
9040,3349,
9041,16643,
9042,715,
9043,5438,
9044,10445,t
9045,9400,
9046,688,
9047,4304,
9048,13467,
9049,7622,
9050,7245,
9051,894,
9052,2076,
9053,21504,
9054,4627,t
9055,1981,
9056,4935,s
9057,14931,
9058,17232,
9059,22420,
9060,18402,
9061,17986,
9062,20518,
9063,20551,
9064,9055,
9065,17393,
9066,21875,
9067,6124,
9068,7415,
9069,1919,i
9070,9549,
9071,4430,
9072,15995,
9073,13259,m
9074,19228,b
9075,8926,
9076,22639,e
9077,4083,
9078,4413,
9079,11058,
9080,8507,
9081,1807,t
9082,9780,
9083,18208,
9084,4880,
9085,20256,
9086,20726,
9087,7164,
9088,8435,
9089,6213,
9090,15723,
9091,17682,
9092,22706,
9093,17486,
9094,9356,
9095,8227,
9096,12258,g
9097,19835,
9098,3779,
9099,21668,
9100,4588,
9101,16943,
9102,235,
9103,2556,
9104,16292,
9105,14524,
9106,874,
9107,9180,
9108,23122,
9109,8305,
9110,21975,
9111,17603,
9112,7929,t
9113,18442,
9114,7861,g
9115,16815,
9116,8958,
9117,17219,
9118,17542,
9119,19622,
9120,23483,
9121,9601,t
9122,10126,
9123,15504,
9124,13125,
9125,13522,
9126,9599,
9127,2320,
9128,10425,
9129,17054,
9130,6963,
9131,2471,
9132,3104,
9133,5870,
9134,17377,
9135,5296,
9136,7079,
9137,7797,
9138,4780,
9139,9946,
9140,12074,
9141,16194,b
9142,15575,
9143,4454,
9144,15518,
9145,17397,
9146,20337,
9147,397,
9148,12101,
9149,22171,
9150,18373,
9151,15943,
9152,15480,
9153,13497,
9154,9976,
9155,14271,
9156,976,
9157,4114,
9158,13149,
9159,22904,
9160,23004,
9161,18023,
9162,10518,
9163,15999,
9164,16257,
9165,20870,
9166,7138,
9167,5191,
9168,23548,
9169,9265,
9170,9747,
9171,2096,
9172,20489,
9173,12481,
9174,10809,
9175,6488,
9176,5390,
9177,15315,i
9178,13284,a
9179,20236,
9180,17221,
9181,10813,
9182,5019,o
9183,21807,
9184,9794,t
9185,6079,
9186,8519,
9187,22207,
9188,6853,
9189,12224,
9190,3073,
9191,14145,
9192,17229,
9193,16863,
9194,7582,
9195,20529,
9196,22672,j
9197,14280,t
9198,6315,
9199,10451,
9200,2257,
9201,23241,
9202,14992,
9203,21461,t
9204,19363,
9205,11008,
9206,16819,
9207,3306,
9208,5513,
9209,6833,
9210,5339,
9211,2591,
9212,14658,
9213,7694,t
9214,3437,
9215,4820,
9216,8123,
9217,2773,
9218,23107,
9219,1662,
9220,2187,
9221,8930,
9222,13261,
9223,22350,t
9224,10952,
9225,9440,
9226,9000,
9227,23440,
9228,7801,
9229,459,
9230,19682,
9231,16304,
9232,11869,t
9233,18357,
9234,19436,
9235,2381,h
9236,22629,
9237,22561,
9238,12845,
9239,1850,
9240,4043,
9241,1161,
9242,3355,
9243,5118,h
9244,20210,
9245,21374,
9246,22791,
9247,18103,g
9248,2714,t
9249,22313,
9250,4128,
9251,14441,g
9252,15767,
9253,20351,
9254,11168,
9255,16617,
9256,2216,
9257,20624,
9258,8162,n
9259,20888,
9260,18831,t
9261,11204,
9262,17334,
9263,7310,
9264,2268,
9265,5463,
9266,22023,
9267,10825,
9268,16173,
9269,7322,
9270,9537,
9271,3323,
9272,4896,t
9273,2277,
9274,17382,
9275,8110,
9276,7454,
9277,22821,
9278,22918,
9279,1548,
9280,17045,
9281,19637,
9282,19091,
9283,387,
9284,7189,
9285,22645,
9286,8243,
9287,9135,
9288,10433,t
9289,6137,
9290,14783,
9291,19408,
9292,17895,
9293,14051,
9294,16252,
9295,6765,
9296,18817,
9297,7943,
9298,18960,
9299,19701,
9300,19700,
9301,16088,
9302,8950,
9303,13596,
9304,2686,
9305,275,
9306,14233,
9307,11343,
9308,9841,
9309,179,
9310,14221,
9311,14276,
9312,10712,
9313,787,
9314,13223,
9315,8676,
9316,5974,
9317,7881,
9318,10894,
9319,14791,
9320,11242,
9321,5246,
9322,22492,
9323,546,
9324,10605,
9325,10019,
9326,19426,
9327,1706,
9328,16297,
9329,20282,
9330,17295,
9331,22062,t
9332,15717,
9333,1783,
9334,16139,g
9335,11099,
9336,22080,
9337,13731,t
9338,11392,
9339,4607,
9340,8197,
9341,17670,j
9342,5794,t
9343,10622,
9344,3359,
9345,4155,
9346,6153,
9347,4592,
9348,4425,
9349,21370,
9350,20809,
9351,21550,
9352,16892,
9353,21375,
9354,11802,
9355,5093,p
9356,23045,
9357,11559,
9358,11079,
9359,18509,
9360,19458,
9361,20131,
9362,3451,
9363,10593,
9364,8506,
9365,19915,f
9366,19548,
9367,12610,
9368,12310,
9369,15668,
9370,2934,
9371,5514,
9372,3522,
9373,10515,
9374,9627,t
9375,20565,
9376,9816,a
9377,4507,
9378,22046,d
9379,18904,
9380,17111,
9381,23418,
9382,20034,
